name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_answer
Leon,1983-09-01,Mark,1988-01-13,Michael,1983-09-17,Leon was born on the day Korean Air Lines Flight 007 was shot down. Mark was born on the day Lee Teng-hui took control of Taiwan. Michael was born on the day Vanessa Lynn Williams became the first African-American Miss America. The oldest is,1983-09-01,Leon
Walker,1981-12-13,Neil,1970-10-05,Aaron,1984-10-31,Walker was born on the day martial law began in Poland. Neil was born on the day PBS began broadcasting. Aaron was born on the day Indira Gandhi was assassinated. The oldest is,1970-10-05,Neil
Andrew,1985-10-01,Richard,1981-08-12,William,1989-12-17,Andrew was born on the day the Macintosh 128K was released. Richard was born on the day the IBM Personal Computer was released. William was born on the day The Simpsons premiered. The oldest is,1981-08-12,Richard
Kevin,1970-07-12,Joy,1985-03-11,Mark,1970-04-11,Kevin was born on the day Thor Heyerdahl's papyrus boat Ra II arrived in Barbados. Joy was born on the day Mikhail Gorbachev became the General Secretary of the Communist Party of the Soviet Union. Mark was born on the day Apollo 13 was launched. The oldest is,1970-04-11,Mark
Bob,1978-10-01,Scott,1975-06-25,Leon,1983-09-01,Bob was born on the day Tuvalu gained independence from Britain. Scott was born on the day Prime Minister Indira Gandhi declared a state of emergency in India. Leon was born on the day Korean Air Lines Flight 007 was shot down. The oldest is,1975-06-25,Scott
John,1978-10-09,Rose,1970-10-05,Max,1979-10-15,John was born on the day the Uganda-Tanzania War began. Rose was born on the day PBS began broadcasting. Max was born on the day the Salvadoran Civil War began. The oldest is,1970-10-05,Rose
Frank,1979-05-04,Matt,1984-12-19,Marco,1989-12-24,Frank was born on the day Margaret Thatcher became the first female Prime Minister of the United Kingdom. Matt was born on the day of the Sino-British Joint Declaration. Marco was born on the day The First Liberian Civil War began. The oldest is,1979-05-04,Frank
Leon,1973-12-03,Hunter,1982-09-04,Neil,1973-03-01,Leon was born on the day Pioneer 10 sent back its first close-up images of Jupiter. Hunter was born on the day the Provisional World Parliament convened. Neil was born on the day Pink Floyd's album The Dark Side of the Moon was released. The oldest is,1973-03-01,Neil
Rachel,1984-10-31,Mark,1975-04-04,Luke,1985-09-01,Rachel was born on the day Indira Gandhi was assassinated. Mark was born on the day Microsoft was founded. Luke was born on the day the wreckage of the Titanic was found. The oldest is,1975-04-04,Mark
Leon,1982-12-07,Ryan,1970-10-05,Alex,1989-06-05,Leon was born on the day the first execution by lethal injection took place. Ryan was born on the day PBS began broadcasting. Alex was born on the day Tank Man stood in front of a column of military tanks. The oldest is,1970-10-05,Ryan
William,1989-12-17,Richard,1989-02-14,Max,1975-11-20,William was born on the day The Simpsons premiered. Richard was born on the day a fatwa was issued against Salman Rushdie. Max was born on the day Francisco Franco died. The oldest is,1975-11-20,Max
Robert,1987-12-20,Richard,1989-02-14,Hunter,1972-05-26,Robert was born on the day the MV Doña Paz sank. Richard was born on the day a fatwa was issued against Salman Rushdie. Hunter was born on the day the SALT I treaty was signed. The oldest is,1972-05-26,Hunter
Jason,1971-07-17,Robert,1981-04-12,Ian,1971-11-15,Jason was born on the day Black September ended. Robert was born on the day the first orbital flight of the Space Shuttle took place. Ian was born on the day Intel released the Intel 4004 microprocessor. The oldest is,1971-07-17,Jason
Mark,1984-10-31,Josh,1979-06-11,Kevin,1977-06-30,Mark was born on the day Indira Gandhi was assassinated. Josh was born on the day John Wayne died. Kevin was born on the day the Second World Constituent Assembly established a Provisional World Government. The oldest is,1977-06-30,Kevin
Ryan,1980-06-01,Steve,1979-06-03,Ian,1976-03-24,Ryan was born on the day CNN was launched. Steve was born on the day the Uganda-Tanzania War ended. Ian was born on the day the 1976 Argentine coup d'état occurred. The oldest is,1976-03-24,Ian
Andrew,1979-03-16,Josh,1977-06-16,Peter,1981-03-30,Andrew was born on the day the Central Treaty Organization dissolved. Josh was born on the day the Second World Constituent Assembly took place. Peter was born on the day of an assassination attempt on President Reagan. The oldest is,1977-06-16,Josh
Josh,1979-06-11,Joy,1983-06-05,Alice,1979-02-11,Josh was born on the day John Wayne died. Joy was born on the day the Second Sudanese Civil War began. Alice was born on the day the Iranian Revolution ended. The oldest is,1979-02-11,Alice
Hunter,1980-04-18,Peter,1981-03-30,Robert,1989-12-24,Hunter was born on the day Rhodesia gained independence. Peter was born on the day of an assassination attempt on President Reagan. Robert was born on the day The First Liberian Civil War began. The oldest is,1980-04-18,Hunter
Dallas,1983-12-10,Emily,1980-07-30,Leon,1982-12-07,Dallas was born on the day the dictatorship ended in Argentina. Emily was born on the day Vanuatu gained independence. Leon was born on the day the first execution by lethal injection took place. The oldest is,1980-07-30,Emily
Jerry,1972-01-30,Joy,1973-12-03,Andrew,1988-08-20,Jerry was born on the day of Bloody Sunday in Northern Ireland. Joy was born on the day Pioneer 10 sent back its first close-up images of Jupiter. Andrew was born on the day the Iran–Iraq War ended. The oldest is,1972-01-30,Jerry
Steve,1979-06-03,Max,1987-12-20,Kyle,1973-03-01,Steve was born on the day the Uganda-Tanzania War ended. Max was born on the day the MV Doña Paz sank. Kyle was born on the day Pink Floyd's album The Dark Side of the Moon was released. The oldest is,1973-03-01,Kyle
Kevin,1983-07-23,Rose,1985-09-01,Leon,1973-12-03,Kevin was born on the day the Sri Lankan Civil War began. Rose was born on the day the wreckage of the Titanic was found. Leon was born on the day Pioneer 10 sent back its first close-up images of Jupiter. The oldest is,1973-12-03,Leon
Mark,1975-04-04,Alice,1979-02-11,Connor,1986-01-28,Mark was born on the day Microsoft was founded. Alice was born on the day the Iranian Revolution ended. Connor was born on the day the Space Shuttle Challenger broke apart. The oldest is,1975-04-04,Mark
Maria,1988-11-15,Hope,1978-12-29,Frank,1980-04-18,Maria was born on the day the independent State of Palestine was proclaimed. Hope was born on the day the new Spanish constitution took effect. Frank was born on the day Rhodesia gained independence. The oldest is,1978-12-29,Hope
Josh,1979-05-04,Luke,1978-12-25,Michael,1979-03-28,Josh was born on the day Margaret Thatcher became the first female Prime Minister of the United Kingdom. Luke was born on the day the Cambodian-Vietnamese War began. Michael was born on the day The Three Mile Island nuclear accident occurred. The oldest is,1978-12-25,Luke
Leon,1983-09-01,Kevin,1980-11-13,Joy,1983-06-05,Leon was born on the day Korean Air Lines Flight 007 was shot down. Kevin was born on the day Voyager 1 took close-up pictures of Saturn. Joy was born on the day the Second Sudanese Civil War began. The oldest is,1980-11-13,Kevin
Luke,1985-09-01,Ryan,1989-02-15,Rose,1978-06-22,"Luke was born on the day the wreckage of the Titanic was found. Ryan was born on the end of the Soviet war in Afghanistan. Rose was born on the day Charon, Pluto's moon, was discovered. The oldest is",1978-06-22,Rose
Marco,1974-09-12,Kyle,1982-12-07,Rose,1985-09-01,Marco was born on the day Emperor Haile Selassie I was overthrown. Kyle was born on the day the first execution by lethal injection took place. Rose was born on the day the wreckage of the Titanic was found. The oldest is,1974-09-12,Marco
Michael,1970-01-22,Peter,1988-08-20,Marco,1974-09-12,Michael was born on the day the Boeing 747 made its maiden flight. Peter was born on the day the Iran–Iraq War ended. Marco was born on the day Emperor Haile Selassie I was overthrown. The oldest is,1970-01-22,Michael
Frank,1979-05-04,Alice,1970-04-10,Maria,1988-11-15,Frank was born on the day Margaret Thatcher became the first female Prime Minister of the United Kingdom. Alice was born on the day the Break-up of the Beatles occurred. Maria was born on the day the independent State of Palestine was proclaimed. The oldest is,1970-04-10,Alice
Rose,1985-09-01,Andrew,1989-01-07,Neil,1986-01-28,Rose was born on the day the wreckage of the Titanic was found. Andrew was born on the day Hirohito died and Akihito became Emperor. Neil was born on the day the Space Shuttle Challenger broke apart. The oldest is,1985-09-01,Rose
Tyler,1979-12-12,Ryan,1973-12-03,Jack,1987-12-20,Tyler was born on the day the Rhodesian Bush War ended. Ryan was born on the day Pioneer 10 sent back its first close-up images of Jupiter. Jack was born on the day the MV Doña Paz sank. The oldest is,1973-12-03,Ryan
Blake,1989-11-09,Luke,1985-09-01,Bob,1978-04-27,Blake was born on the day the Berlin Wall fell. Luke was born on the day the wreckage of the Titanic was found. Bob was born on the day the War in Afghanistan began. The oldest is,1978-04-27,Bob
Fred,1978-03-14,John,1978-10-09,Neil,1989-02-02,Fred was born on the year the 1978 South Lebanon conflict started. John was born on the day the Uganda-Tanzania War began. Neil was born on the day Alfredo Stroessner was overthrown. The oldest is,1978-03-14,Fred
Luke,1983-12-10,William,1983-03-23,Rose,1970-10-05,Luke was born on the day the dictatorship ended in Argentina. William was born on the day Ronald Reagan announced the Strategic Defense Initiative. Rose was born on the day PBS began broadcasting. The oldest is,1970-10-05,Rose
Andrew,1989-01-07,Joy,1985-03-11,Walker,1981-12-13,Andrew was born on the day Hirohito died and Akihito became Emperor. Joy was born on the day Mikhail Gorbachev became the General Secretary of the Communist Party of the Soviet Union. Walker was born on the day martial law began in Poland. The oldest is,1981-12-13,Walker
Rachel,1977-09-05,John,1978-10-09,Henry,1977-05-25,Rachel was born on the day Voyager 1 was launched. John was born on the day the Uganda-Tanzania War began. Henry was born on the day Star Wars was released. The oldest is,1977-05-25,Henry
Ryan,1970-10-05,Rachel,1984-10-31,Andrew,1981-08-12,Ryan was born on the day PBS began broadcasting. Rachel was born on the day Indira Gandhi was assassinated. Andrew was born on the day the IBM Personal Computer was released. The oldest is,1970-10-05,Ryan
Marco,1989-01-20,Neil,1986-01-28,Henry,1988-01-02,Marco was born on the day George H. W. Bush was inaugurated. Neil was born on the day the Space Shuttle Challenger broke apart. Henry was born on the day the perestroika began. The oldest is,1986-01-28,Neil
April,1980-05-18,Henry,1977-05-25,George,1983-10-23,April was born on the day the 1980 eruption of Mount St. Helens occurred. Henry was born on the day Star Wars was released. George was born on the day the Beirut barracks bombing resulted in a massive loss of life. The oldest is,1977-05-25,Henry
Henry,1977-05-25,Leon,1988-01-02,Richard,1983-04-18,Henry was born on the day Star Wars was released. Leon was born on the day the perestroika began. Richard was born on the day The Bombing of U.S. Embassy in Beirut occurred. The oldest is,1977-05-25,Henry
Mark,1984-10-31,Kevin,1971-01-25,Andrew,1988-08-20,Mark was born on the day Indira Gandhi was assassinated. Kevin was born on the day Idi Amin seized power. Andrew was born on the day the Iran–Iraq War ended. The oldest is,1971-01-25,Kevin
Scott,1975-06-25,Marco,1978-11-18,Jason,1971-07-17,Scott was born on the day Prime Minister Indira Gandhi declared a state of emergency in India. Marco was born on the day the Peoples Temple ended in a tragic event. Jason was born on the day Black September ended. The oldest is,1971-07-17,Jason
Maria,1988-11-15,Henry,1980-04-18,Joy,1980-08-31,Maria was born on the day the independent State of Palestine was proclaimed. Henry was born on the day Rhodesia gained independence. Joy was born on the day Solidarity union formed at Poland's Gdańsk Shipyard. The oldest is,1980-04-18,Henry
Hope,1978-12-29,April,1977-03-27,Marco,1989-12-24,Hope was born on the day the new Spanish constitution took effect. April was born on the day the Tenerife disaster occurred. Marco was born on the day The First Liberian Civil War began. The oldest is,1977-03-27,April
Joy,1980-08-31,Kevin,1977-07-13,Jerry,1972-01-30,Joy was born on the day Solidarity union formed at Poland's Gdańsk Shipyard. Kevin was born on the day Somalia declared war on Ethiopia. Jerry was born on the day of Bloody Sunday in Northern Ireland. The oldest is,1972-01-30,Jerry
Rose,1972-03-27,Maria,1988-11-15,Rachel,1977-06-30,Rose was born on the day The First Sudanese Civil War ended. Maria was born on the day the independent State of Palestine was proclaimed. Rachel was born on the day the Second World Constituent Assembly established a Provisional World Government. The oldest is,1972-03-27,Rose
Dallas,1985-11-20,Hunter,1982-09-04,Walker,1979-12-24,Dallas was born on the day Windows 1.0 was released. Hunter was born on the day the Provisional World Parliament convened. Walker was born on the day the Soviet-Afghan War began. The oldest is,1979-12-24,Walker
Ryan,1980-06-01,Richard,1983-09-01,Scott,1980-09-22,Ryan was born on the day CNN was launched. Richard was born on the day Korean Air Lines Flight 007 was shot down. Scott was born on the day the Iran–Iraq War began. The oldest is,1980-06-01,Ryan
Emily,1980-05-22,Aaron,1975-08-01,Mark,1970-04-11,Emily was born on the day Pac-Man was released. Aaron was born on the day the Helsinki Accords were signed. Mark was born on the day Apollo 13 was launched. The oldest is,1970-04-11,Mark
Kyle,1980-12-08,Joy,1970-04-11,Steve,1970-03-05,Kyle was born on the day John Lennon was murdered. Joy was born on the day Apollo 13 was launched. Steve was born on the day the Treaty on the Non-Proliferation of Nuclear Weapons was ratified. The oldest is,1970-03-05,Steve
Marco,1978-12-18,Mark,1981-01-01,Blake,1973-01-01,"Marco was born on the day Deng Xiaoping commenced the Chinese economic reform. Mark was born on the day Greece joined the European Communities. Blake was born on the day Denmark, Ireland, and the United Kingdom joined the European Communities. The oldest is",1973-01-01,Blake
Walker,1980-12-08,Michael,1987-12-20,Leon,1982-11-30,Walker was born on the day John Lennon was murdered. Michael was born on the day the MV Doña Paz sank. Leon was born on the day Michael Jackson released his album Thriller. The oldest is,1980-12-08,Walker
Jason,1977-05-25,Ian,1971-01-25,Laura,1974-04-25,Jason was born on the day Star Wars was released. Ian was born on the day Idi Amin seized power. Laura was born on the day the Carnation Revolution began in Portugal. The oldest is,1971-01-25,Ian
Alex,1989-06-05,Marco,1989-01-20,Kevin,1977-07-13,Alex was born on the day Tank Man stood in front of a column of military tanks. Marco was born on the day George H. W. Bush was inaugurated. Kevin was born on the day Somalia declared war on Ethiopia. The oldest is,1977-07-13,Kevin
Andrew,1978-03-14,Max,1975-11-20,Leon,1982-11-30,Andrew was born on the year the 1978 South Lebanon conflict started. Max was born on the day Francisco Franco died. Leon was born on the day Michael Jackson released his album Thriller. The oldest is,1975-11-20,Max
Ryan,1978-11-18,Aaron,1975-08-01,Kevin,1980-11-13,Ryan was born on the day the Peoples Temple ended in a tragic event. Aaron was born on the day the Helsinki Accords were signed. Kevin was born on the day Voyager 1 took close-up pictures of Saturn. The oldest is,1975-08-01,Aaron
Rachel,1977-09-05,Rose,1989-12-25,Neil,1972-01-30,Rachel was born on the day Voyager 1 was launched. Rose was born on the day the Romanian Revolution ended. Neil was born on the day of Bloody Sunday in Northern Ireland. The oldest is,1972-01-30,Neil
Alice,1970-04-10,Max,1979-10-15,Aaron,1989-11-09,Alice was born on the day the Break-up of the Beatles occurred. Max was born on the day the Salvadoran Civil War began. Aaron was born on the day the Berlin Wall fell. The oldest is,1970-04-10,Alice
Richard,1982-04-25,Ryan,1977-10-19,Grant,1983-01-01,Richard was born on the day Israel withdrew from the Sinai Peninsula. Ryan was born on the day the crisis with the Baader-Meinhoff Group ended. Grant was born on the day Brunei gained independence. The oldest is,1977-10-19,Ryan
Mark,1981-01-01,Walker,1980-12-08,Marco,1989-12-24,Mark was born on the day Greece joined the European Communities. Walker was born on the day John Lennon was murdered. Marco was born on the day The First Liberian Civil War began. The oldest is,1980-12-08,Walker
Hope,1988-12-07,Hunter,1983-03-23,Andrew,1979-03-16,Hope was born on the day the Spitak earthquake occurred. Hunter was born on the day Ronald Reagan announced the Strategic Defense Initiative. Andrew was born on the day the Central Treaty Organization dissolved. The oldest is,1979-03-16,Andrew
Marco,1978-12-18,Blake,1973-01-01,Josh,1972-05-30,"Marco was born on the day Deng Xiaoping commenced the Chinese economic reform. Blake was born on the day Denmark, Ireland, and the United Kingdom joined the European Communities. Josh was born on the day of the Lod Airport massacre. The oldest is",1972-05-30,Josh
Martin,1987-10-19,Ian,1987-09-10,Andrew,1981-08-12,Martin was born on the Stock market crash day. Ian was born on the day the Battle of Cuito Cuanavale began. Andrew was born on the day the IBM Personal Computer was released. The oldest is,1981-08-12,Andrew
Josh,1972-05-30,Kevin,1983-07-23,Martin,1980-04-18,Josh was born on the day of the Lod Airport massacre. Kevin was born on the day the Sri Lankan Civil War began. Martin was born on the day Rhodesia gained independence. The oldest is,1972-05-30,Josh
Ryan,1989-02-15,Andrew,1988-08-20,Dean,1975-11-22,Ryan was born on the end of the Soviet war in Afghanistan. Andrew was born on the day the Iran–Iraq War ended. Dean was born on the day Juan Carlos I became King of Spain. The oldest is,1975-11-22,Dean
Rose,1972-03-27,Rachel,1984-10-31,Luke,1983-12-10,Rose was born on the day The First Sudanese Civil War ended. Rachel was born on the day Indira Gandhi was assassinated. Luke was born on the day the dictatorship ended in Argentina. The oldest is,1972-03-27,Rose
Kevin,1970-07-12,Emily,1980-07-30,Michael,1970-01-22,Kevin was born on the day Thor Heyerdahl's papyrus boat Ra II arrived in Barbados. Emily was born on the day Vanuatu gained independence. Michael was born on the day the Boeing 747 made its maiden flight. The oldest is,1970-01-22,Michael
Jason,1975-11-20,Michael,1979-03-28,Blake,1989-11-09,Jason was born on the day Francisco Franco died. Michael was born on the day The Three Mile Island nuclear accident occurred. Blake was born on the day the Berlin Wall fell. The oldest is,1975-11-20,Jason
Mark,1984-10-31,Frank,1980-04-18,Alex,1986-10-19,Mark was born on the day Indira Gandhi was assassinated. Frank was born on the day Rhodesia gained independence. Alex was born on the day Samora Machel died in a plane crash. The oldest is,1980-04-18,Frank
Michael,1987-12-20,Dallas,1971-10-27,Jack,1981-04-12,Michael was born on the day the MV Doña Paz sank. Dallas was born on the day Zaire was renamed. Jack was born on the day the first orbital flight of the Space Shuttle took place. The oldest is,1971-10-27,Dallas
Scott,1975-06-25,William,1983-04-18,Brandon,1989-02-15,Scott was born on the day Prime Minister Indira Gandhi declared a state of emergency in India. William was born on the day The Bombing of U.S. Embassy in Beirut occurred. Brandon was born on the end of the Soviet war in Afghanistan. The oldest is,1975-06-25,Scott
Leon,1982-12-07,Hunter,1982-09-04,Marco,1974-09-12,Leon was born on the day the first execution by lethal injection took place. Hunter was born on the day the Provisional World Parliament convened. Marco was born on the day Emperor Haile Selassie I was overthrown. The oldest is,1974-09-12,Marco
Frank,1973-09-11,Aaron,1979-02-11,Ryan,1973-12-03,Frank was born on the day the 1973 Chilean coup d'état took place. Aaron was born on the day the Iranian Revolution ended. Ryan was born on the day Pioneer 10 sent back its first close-up images of Jupiter. The oldest is,1973-09-11,Frank
Steve,1970-03-05,Andrew,1989-01-07,William,1983-04-18,Steve was born on the day the Treaty on the Non-Proliferation of Nuclear Weapons was ratified. Andrew was born on the day Hirohito died and Akihito became Emperor. William was born on the day The Bombing of U.S. Embassy in Beirut occurred. The oldest is,1970-03-05,Steve
Peter,1972-11-29,Neil,1972-01-30,Hunter,1980-07-30,Peter was born on the day Pong was released. Neil was born on the day of Bloody Sunday in Northern Ireland. Hunter was born on the day Vanuatu gained independence. The oldest is,1972-01-30,Neil
Michael,1970-01-22,Dean,1983-12-10,Rose,1989-12-25,Michael was born on the day the Boeing 747 made its maiden flight. Dean was born on the day the dictatorship ended in Argentina. Rose was born on the day the Romanian Revolution ended. The oldest is,1970-01-22,Michael
Ian,1974-11-24,Hope,1978-12-29,Martin,1987-10-19,Ian was born on the day Lucy was discovered. Hope was born on the day the new Spanish constitution took effect. Martin was born on the Stock market crash day. The oldest is,1974-11-24,Ian
Ian,1978-12-18,Mark,1975-04-04,Aaron,1984-10-31,Ian was born on the day Deng Xiaoping commenced the Chinese economic reform. Mark was born on the day Microsoft was founded. Aaron was born on the day Indira Gandhi was assassinated. The oldest is,1975-04-04,Mark
Grant,1983-01-01,Tyler,1979-12-12,William,1983-04-18,Grant was born on the day Brunei gained independence. Tyler was born on the day the Rhodesian Bush War ended. William was born on the day The Bombing of U.S. Embassy in Beirut occurred. The oldest is,1979-12-12,Tyler
Alice,1979-02-11,Dean,1975-11-22,Marco,1986-11-03,Alice was born on the day the Iranian Revolution ended. Dean was born on the day Juan Carlos I became King of Spain. Marco was born on the day the Iran-Contra affair was publicly announced. The oldest is,1975-11-22,Dean
Hunter,1982-09-04,Ian,1974-11-24,Neil,1972-01-30,Hunter was born on the day the Provisional World Parliament convened. Ian was born on the day Lucy was discovered. Neil was born on the day of Bloody Sunday in Northern Ireland. The oldest is,1972-01-30,Neil
Rose,1980-09-22,Jack,1981-04-12,Robert,1975-08-01,Rose was born on the day the Iran–Iraq War began. Jack was born on the day the first orbital flight of the Space Shuttle took place. Robert was born on the day the Helsinki Accords were signed. The oldest is,1975-08-01,Robert
Peter,1972-11-29,Maria,1988-11-15,Henry,1980-04-18,Peter was born on the day Pong was released. Maria was born on the day the independent State of Palestine was proclaimed. Henry was born on the day Rhodesia gained independence. The oldest is,1972-11-29,Peter
Alice,1970-04-10,Jack,1981-04-12,Aaron,1987-12-20,Alice was born on the day the Break-up of the Beatles occurred. Jack was born on the day the first orbital flight of the Space Shuttle took place. Aaron was born on the day the MV Doña Paz sank. The oldest is,1970-04-10,Alice
Emily,1980-12-08,Neil,1989-02-02,Kevin,1971-01-25,Emily was born on the day John Lennon was murdered. Neil was born on the day Alfredo Stroessner was overthrown. Kevin was born on the day Idi Amin seized power. The oldest is,1971-01-25,Kevin
Laura,1974-04-25,Michael,1983-09-17,Andrew,1989-01-07,Laura was born on the day the Carnation Revolution began in Portugal. Michael was born on the day Vanessa Lynn Williams became the first African-American Miss America. Andrew was born on the day Hirohito died and Akihito became Emperor. The oldest is,1974-04-25,Laura
Jason,1971-07-17,Laura,1974-04-25,Emily,1980-07-30,Jason was born on the day Black September ended. Laura was born on the day the Carnation Revolution began in Portugal. Emily was born on the day Vanuatu gained independence. The oldest is,1971-07-17,Jason
Max,1987-12-20,Emily,1980-12-08,Luke,1985-09-01,Max was born on the day the MV Doña Paz sank. Emily was born on the day John Lennon was murdered. Luke was born on the day the wreckage of the Titanic was found. The oldest is,1980-12-08,Emily
Frank,1973-09-11,Neil,1975-11-20,Kevin,1970-07-12,Frank was born on the day the 1973 Chilean coup d'état took place. Neil was born on the day Francisco Franco died. Kevin was born on the day Thor Heyerdahl's papyrus boat Ra II arrived in Barbados. The oldest is,1970-07-12,Kevin
Ryan,1989-02-15,Joy,1985-03-11,Leon,1982-11-30,Ryan was born on the end of the Soviet war in Afghanistan. Joy was born on the day Mikhail Gorbachev became the General Secretary of the Communist Party of the Soviet Union. Leon was born on the day Michael Jackson released his album Thriller. The oldest is,1982-11-30,Leon
Kevin,1971-01-25,Tyler,1979-12-12,Frank,1979-05-04,Kevin was born on the day Idi Amin seized power. Tyler was born on the day the Rhodesian Bush War ended. Frank was born on the day Margaret Thatcher became the first female Prime Minister of the United Kingdom. The oldest is,1971-01-25,Kevin
Richard,1989-02-14,Rose,1970-10-05,Aaron,1979-02-11,Richard was born on the day a fatwa was issued against Salman Rushdie. Rose was born on the day PBS began broadcasting. Aaron was born on the day the Iranian Revolution ended. The oldest is,1970-10-05,Rose
Martin,1988-01-02,Hunter,1982-12-07,Marco,1986-11-03,Martin was born on the day the perestroika began. Hunter was born on the day the first execution by lethal injection took place. Marco was born on the day the Iran-Contra affair was publicly announced. The oldest is,1982-12-07,Hunter
Ryan,1979-12-12,Maria,1988-11-15,Leon,1973-12-03,Ryan was born on the day the Rhodesian Bush War ended. Maria was born on the day the independent State of Palestine was proclaimed. Leon was born on the day Pioneer 10 sent back its first close-up images of Jupiter. The oldest is,1973-12-03,Leon
Kyle,1983-01-01,April,1980-05-18,Ian,1970-10-05,Kyle was born on the day Brunei gained independence. April was born on the day the 1980 eruption of Mount St. Helens occurred. Ian was born on the day PBS began broadcasting. The oldest is,1970-10-05,Ian
Hunter,1982-09-04,Luke,1983-12-10,Andrew,1988-08-20,Hunter was born on the day the Provisional World Parliament convened. Luke was born on the day the dictatorship ended in Argentina. Andrew was born on the day the Iran–Iraq War ended. The oldest is,1982-09-04,Hunter
Dean,1983-12-10,Joy,1983-06-05,Emily,1980-12-08,Dean was born on the day the dictatorship ended in Argentina. Joy was born on the day the Second Sudanese Civil War began. Emily was born on the day John Lennon was murdered. The oldest is,1980-12-08,Emily
Aaron,1979-02-11,Ryan,1978-03-14,Rose,1985-09-01,Aaron was born on the day the Iranian Revolution ended. Ryan was born on the year the 1978 South Lebanon conflict started. Rose was born on the day the wreckage of the Titanic was found. The oldest is,1978-03-14,Ryan
Dean,1975-11-22,Rose,1972-03-27,Luke,1983-12-10,Dean was born on the day Juan Carlos I became King of Spain. Rose was born on the day The First Sudanese Civil War ended. Luke was born on the day the dictatorship ended in Argentina. The oldest is,1972-03-27,Rose
Max,1987-12-20,Ryan,1980-06-01,Neil,1973-03-01,Max was born on the day the MV Doña Paz sank. Ryan was born on the day CNN was launched. Neil was born on the day Pink Floyd's album The Dark Side of the Moon was released. The oldest is,1973-03-01,Neil
Connor,1976-07-04,Leon,1982-11-30,Michael,1970-01-22,Connor was born on the day Operation Entebbe was carried out. Leon was born on the day Michael Jackson released his album Thriller. Michael was born on the day the Boeing 747 made its maiden flight. The oldest is,1970-01-22,Michael
Rose,1989-12-25,Henry,1970-09-06,Alice,1970-04-10,Rose was born on the day the Romanian Revolution ended. Henry was born on the day Black September began. Alice was born on the day the Break-up of the Beatles occurred. The oldest is,1970-04-10,Alice
Alice,1970-04-10,Leon,1973-12-03,Luke,1985-03-11,Alice was born on the day the Break-up of the Beatles occurred. Leon was born on the day Pioneer 10 sent back its first close-up images of Jupiter. Luke was born on the day Mikhail Gorbachev became the General Secretary of the Communist Party of the Soviet Union. The oldest is,1970-04-10,Alice
Ryan,1980-06-01,Ian,1978-12-18,Mark,1975-04-04,Ryan was born on the day CNN was launched. Ian was born on the day Deng Xiaoping commenced the Chinese economic reform. Mark was born on the day Microsoft was founded. The oldest is,1975-04-04,Mark
Aaron,1983-09-01,Steve,1970-03-05,Marco,1979-12-24,Aaron was born on the day Korean Air Lines Flight 007 was shot down. Steve was born on the day the Treaty on the Non-Proliferation of Nuclear Weapons was ratified. Marco was born on the day the Soviet-Afghan War began. The oldest is,1970-03-05,Steve
Neil,1970-10-05,Max,1975-11-20,Richard,1989-02-14,Neil was born on the day PBS began broadcasting. Max was born on the day Francisco Franco died. Richard was born on the day a fatwa was issued against Salman Rushdie. The oldest is,1970-10-05,Neil
Peter,1972-11-29,Blake,1973-01-01,Henry,1970-09-06,"Peter was born on the day Pong was released. Blake was born on the day Denmark, Ireland, and the United Kingdom joined the European Communities. Henry was born on the day Black September began. The oldest is",1970-09-06,Henry
Richard,1970-10-05,Emily,1980-12-08,Scott,1984-10-31,Richard was born on the day PBS began broadcasting. Emily was born on the day John Lennon was murdered. Scott was born on the day Indira Gandhi was assassinated. The oldest is,1970-10-05,Richard
Aaron,1984-10-31,Laura,1980-09-22,Maria,1988-11-15,Aaron was born on the day Indira Gandhi was assassinated. Laura was born on the day the Iran–Iraq War began. Maria was born on the day the independent State of Palestine was proclaimed. The oldest is,1980-09-22,Laura
Neil,1977-10-26,Aaron,1984-10-31,Ryan,1973-12-03,Neil was born on the day the last wild case of smallpox was eradicated. Aaron was born on the day Indira Gandhi was assassinated. Ryan was born on the day Pioneer 10 sent back its first close-up images of Jupiter. The oldest is,1973-12-03,Ryan
Henry,1980-04-18,Jason,1977-05-25,Andrew,1989-01-07,Henry was born on the day Rhodesia gained independence. Jason was born on the day Star Wars was released. Andrew was born on the day Hirohito died and Akihito became Emperor. The oldest is,1977-05-25,Jason
Mark,1984-10-31,Richard,1981-08-12,Max,1979-10-15,Mark was born on the day Indira Gandhi was assassinated. Richard was born on the day the IBM Personal Computer was released. Max was born on the day the Salvadoran Civil War began. The oldest is,1979-10-15,Max
Fred,1978-03-14,Marco,1974-09-12,Maria,1988-11-15,Fred was born on the year the 1978 South Lebanon conflict started. Marco was born on the day Emperor Haile Selassie I was overthrown. Maria was born on the day the independent State of Palestine was proclaimed. The oldest is,1974-09-12,Marco
Aaron,1987-12-20,William,1983-03-23,Ian,1980-12-08,Aaron was born on the day the MV Doña Paz sank. William was born on the day Ronald Reagan announced the Strategic Defense Initiative. Ian was born on the day John Lennon was murdered. The oldest is,1980-12-08,Ian
Michael,1983-09-17,Hunter,1983-03-23,Robert,1981-04-12,Michael was born on the day Vanessa Lynn Williams became the first African-American Miss America. Hunter was born on the day Ronald Reagan announced the Strategic Defense Initiative. Robert was born on the day the first orbital flight of the Space Shuttle took place. The oldest is,1981-04-12,Robert
